500		Мемориал открыт в Берлине по инициативе властей ГДР в 1972 году .	[root[nsubj:pass[Мемориал]][открыт][obl[case[в]][Берлине]][obl[case[по]][инициативе][nmod[властей][nmod[ГДР]]]][obl[case[в]][amod[1972]][году]][punct[.]]]
501		В конечном итоге этот крепкий , рабочего типа терьер был признан и получил название `` Парсон Рассел Терьер &#39;&#39; .	[root[obl[case[В]][amod[конечном]][итоге]][nsubj:pass[det[этот]][amod[крепкий][conj[punct[,]][amod[рабочего]][типа]]][терьер]][aux:pass[был]][признан][conj[cc[и]][получил][obj[название][appos[punct[``]][nmod[Парсон]][nmod[Рассел]][Терьер][punct[&#39;&#39;]]]]][punct[.]]]
502		Коммуна граничит : Согласно сведениям , собранным в ходе переписи Национальным институтом статистики , население коммуны составляет 10261 человек , из которых 5338 мужчин и 4923 женщин .	[root[nsubj[Коммуна]][граничит][punct[:]][ccomp[obl[case[Согласно]][сведениям][acl[punct[,]][собранным][obl[case[в]][ходе][nmod[переписи]]][obl:agent[amod[Национальным]][институтом][nmod[статистики]]][punct[,]]]][nsubj[население][nmod[коммуны]]][составляет][obj[nummod:gov[10261]][человек][acl:relcl[punct[,]][nmod[case[из]][которых]][nummod:gov[5338]][мужчин][conj[cc[и]][nummod:gov[4923]][женщин]]]][punct[.]]]]
503		2004 -- Медаль Ордена `` За заслуги перед Отечеством &#39;&#39; II степени .	[root[nmod[2004]][punct[--]][Медаль][nmod[Ордена][nmod[punct[``]][case[За]][заслуги][nmod[case[перед]][Отечеством]][punct[&#39;&#39;]]][nmod[amod[II]][степени]]][punct[.]]]
504		Древнегреческий учёный Архимед сформулировал закон , по которому погружённое тело плавает в равновесии , когда его вес равен весу вытесненного им объёма жидкости .	[root[nsubj[amod[Древнегреческий]][amod[учёный]][Архимед]][сформулировал][obj[закон][acl:relcl[punct[,]][obl[case[по]][которому]][nsubj[amod[погружённое]][тело]][плавает][obl[case[в]][равновесии]][advcl[punct[,]][advmod[когда]][nsubj[det[его]][вес]][равен][iobj[весу][nmod[acl[вытесненного][obl:agent[им]]][объёма][nmod[жидкости]]]]]]][punct[.]]]
505		Поезда дальнего следования на станции не останавливаются .	[root[nsubj[Поезда][nmod[amod[дальнего]][следования]]][obl[case[на]][станции]][advmod[не]][останавливаются][punct[.]]]
506		Помимо этого за кадром в сжатом виде раскрывается суть проблемы .	[root[obl[case[Помимо]][этого]][obl[case[за]][кадром]][obl[case[в]][amod[сжатом]][виде]][раскрывается][nsubj[суть][nmod[проблемы]]][punct[.]]]
507		Большую или значительную часть вегетационного периода они находятся под небольшим слоем воды , водонасыщенность почвы за счёт капиллярного поднятия не прекращается под воздействием специфической болотной растительности , фон которой составляют тростник , камыш , осоки .	[root[obl[amod[Большую][conj[cc[или]][значительную]]][часть][nmod[amod[вегетационного]][периода]]][nsubj[они]][находятся][obl[case[под]][amod[небольшим]][слоем][nmod[воды]]][punct[,]][parataxis[nsubj[водонасыщенность][nmod[почвы]]][obl[case[за]][счёт][nmod[amod[капиллярного]][поднятия]]][advmod[не]][прекращается][obl[case[под]][воздействием][nmod[amod[специфической]][amod[болотной]][растительности][acl:relcl[punct[,]][obj[фон][nmod[которой]]][составляют][nsubj[тростник][conj[punct[,]][камыш]][conj[punct[,]][осоки]]]]]]][punct[.]]]
508		Локальный Реализм является существенной чертой классической механики , общей теории относительности и теории Максвелла , но квантовая механика по большому счету отвергает этот принцип из-за присутствия квантовой запутанности безотносительно к расстоянию , наиболее чётко продемонстрированной ЭПР Парадоксом и количественно формализованной неравенствами Белла .	[root[nsubj[amod[Локальный]][Реализм]][является][xcomp[amod[существенной]][чертой][nmod[amod[классической]][механики][conj[punct[,]][amod[общей]][теории][nmod[относительности]]][conj[cc[и]][теории][nmod[Максвелла]]]]][conj[punct[,]][cc[но]][nsubj[amod[квантовая]][механика]][obl[case[по]][amod[большому]][счету]][отвергает][obj[det[этот]][принцип]][obl[case[из-за]][присутствия][nmod[amod[квантовой]][запутанности][acl[punct[,]][advmod[advmod[наиболее]][чётко]][продемонстрированной][obl:agent[nmod[ЭПР]][Парадоксом]][conj[cc[и]][advmod[количественно]][формализованной][obl:agent[неравенствами][nmod[Белла]]]]]][nmod[advmod[безотносительно]][case[к]][расстоянию]]]][punct[.]]]
509		Урс скончался в 396 году Его память совершается в Равенне в день Пасхи .	[root[nsubj[Урс]][скончался][obl[case[в]][amod[396]][году]][parataxis[nsubj[det[Его]][память]][совершается][obl[case[в]][Равенне]][obl[case[в]][день][nmod[Пасхи]]]][punct[.]]]
510		По данным Бюро переписи населения США статистически обособленная местность Уэсли - Чепел имеет общую площадь в 15,8 квадратных километров , водных ресурсов в черте населённого пункта не имеется .	[root[obl[case[По]][данным][nmod[Бюро][nmod[переписи][nmod[населения]]][nmod[США]]]][nsubj[amod[advmod[статистически]][обособленная]][местность][appos[Уэсли][flat:foreign[punct[-]][Чепел]]]][имеет][obj[amod[общую]][площадь]][obl[case[в]][nummod:gov[15,8]][amod[квадратных]][километров]][punct[,]][parataxis[obl[amod[водных]][ресурсов]][obl[case[в]][черте][nmod[amod[населённого]][пункта]]][advmod[не]][имеется]][punct[.]]]
511		Находится в составе крупной городской агломерации Большой Лиссабон .	[root[Находится][obl[case[в]][составе][nmod[amod[крупной]][amod[городской]][агломерации][appos[amod[Большой]][Лиссабон]]]][punct[.]]]
512		America - Online сети Usenet , хотя возможно его более раннее упоминание в хакерском журнале 2600 .	[root[America][punct[-]][flat:foreign[Online]][nmod[сети][appos[Usenet]]][advcl[punct[,]][mark[хотя]][возможно][nsubj[det[его]][amod[advmod[более]][раннее]][упоминание][nmod[case[в]][amod[хакерском]][журнале][appos[2600]]]]][punct[.]]]
513		Во время лечения следует воздерживаться от приёма алкоголя и занятий потенциально опасными видами деятельности , требующими повышенного внимания и быстроты психических и двигательных реакций .	[root[obl[case[Во]][время][nmod[лечения]]][следует][xcomp[воздерживаться][obl[case[от]][приёма][nmod[алкоголя]][conj[cc[и]][занятий][nmod[amod[advmod[потенциально]][опасными]][видами][nmod[деятельности]][acl[punct[,]][требующими][obj[amod[повышенного]][внимания][conj[cc[и]][быстроты][nmod[amod[психических][conj[cc[и]][двигательных]]][реакций]]]]]]]]][punct[.]]]
514		Однако , в силу изначальной экспериментальности направления и творческой свободы , некоторые исполнители расширяют этот набор .	[root[cc[Однако]][obl[punct[,]][case[в]][силу][nmod[amod[изначальной]][экспериментальности][nmod[направления]][conj[cc[и]][amod[творческой]][свободы]]][punct[,]]][nsubj[amod[некоторые]][исполнители]][расширяют][obj[det[этот]][набор]][punct[.]]]
515		Альбом состоит из 10 композиций , каждая из которых достойна отдельного внимания .	[root[nsubj[Альбом]][состоит][obl[case[из]][nummod[10]][композиций][acl:relcl[punct[,]][nsubj[каждая][nmod[case[из]][которых]]][достойна][nmod[amod[отдельного]][внимания]]]][punct[.]]]
516		Ли уже давно не участвует в турнирах по бодибилдингу , но продолжает заниматься делом .	[root[nsubj[Ли]][advmod[advmod[уже]][давно]][advmod[не]][участвует][obl[case[в]][турнирах][nmod[case[по]][бодибилдингу]]][conj[punct[,]][cc[но]][продолжает][xcomp[заниматься][obj[делом]]]][punct[.]]]
517		До 1594 года вторично женился на Анне Тарло , от брака с которой имел двух сыновей и пять дочерей :	[root[obl[case[До]][amod[1594]][года]][advmod[вторично]][женился][obl[Анне][flat:name[case[на]][Тарло]][acl:relcl[punct[,]][obl[case[от]][брака][nmod[case[с]][которой]]][имел][obj[nummod:gov[двух]][сыновей][conj[cc[и]][nummod:gov[пять]][дочерей]]]]][punct[:]]]
518		Имеет индекс Хирша 45 .	[root[Имеет][obj[индекс][nmod[Хирша]][nummod:entity[45]]][punct[.]]]
519		Одновременно преподавал студентам духовные упражнения по методу святого Игнатия Лойолы .	[root[advmod[Одновременно]][преподавал][iobj[студентам]][obj[amod[духовные]][упражнения]][obl[case[по]][методу][nmod[Игнатия][flat:name[amod[святого]][Лойолы]]]][punct[.]]]
520		14-я церемония музыкальных наград MTV Video Music Awards 1997 прошла 4 сентября 1997 года в Нью-Йоркском Radio City Music Hall .	[root[nsubj[amod[14-я]][церемония][nmod[amod[музыкальных]][наград][appos[MTV][flat:foreign[Video]][flat:foreign[Music]][flat:foreign[Awards]][nummod:entity[1997]]]]][прошла][obl[4][flat[сентября][nmod[amod[1997]][года]]]][obl[case[в]][amod[Нью-Йоркском]][Radio][flat:foreign[City]][flat:foreign[Music]][flat:foreign[Hall]]][punct[.]]]
521		Карун стал капитаном `` Команда Индия &#39;&#39; в 24-часовой картинговой гонке в Дубае .	[root[nsubj[Карун]][стал][obj[капитаном][nmod[punct[``]][Команда][appos[Индия]][punct[&#39;&#39;]]]][obl[case[в]][amod[24-часовой]][amod[картинговой]][гонке][nmod[case[в]][Дубае]]][punct[.]]]
522		Джей-лига 2011 Дивизион 1 -- 19-й сезон высшего дивизиона Джей-лиги .	[root[Джей-лига][nummod:entity[2011]][list[Дивизион][nummod:entity[1]]][parataxis[punct[--]][amod[19-й]][сезон][nmod[amod[высшего]][дивизиона][nmod[Джей-лиги]]][punct[.]]]]
523		`` Модернизация корабельного состава Черноморского флота России на территории Крыма возможна только с согласия Украины .	[root[punct[``]][nsubj[Модернизация][nmod[amod[корабельного]][состава][nmod[amod[Черноморского]][флота][nmod[России]]]][nmod[case[на]][территории][nmod[Крыма]]]][возможна][nmod[advmod[только]][case[с]][согласия][nmod[Украины]]][punct[.]]]
524		Расстояние до районного центра Кириллова по автодороге -- 24 км , до центра муниципального образования Шиндалово по прямой -- 7 км .	[root[nsubj[Расстояние][nmod[case[до]][amod[районного]][центра][appos[Кириллова]]][nmod[case[по]][автодороге]]][punct[--]][nummod:gov[24]][км][conj[punct[,]][nmod[case[до]][центра][nmod[amod[муниципального]][образования]][appos[Шиндалово]]][nmod[case[по]][прямой]][punct[--]][nummod:gov[7]][км]][punct[.]]]
525		Шастин уехал в Томск и поступить на медицинский факультет Томского университета .	[root[nsubj[Шастин]][уехал][obl[case[в]][Томск]][conj[cc[и]][поступить][obl[case[на]][amod[медицинский]][факультет][nmod[amod[Томского]][университета]]]][punct[.]]]
526		Его карьера учёного и преподавательская деятельность связаны , в основном , с кафедрой философии в Гарварде .	[root[nsubj:pass[det[Его]][карьера][nmod[учёного]][conj[cc[и]][amod[преподавательская]][деятельность]]][связаны][obl[punct[,]][case[в]][основном][punct[,]]][obl[case[с]][кафедрой][nmod[философии]][nmod[case[в]][Гарварде]]][punct[.]]]
527		После этого люди рассказывали залу о результатах .	[root[obl[case[После]][этого]][nsubj[люди]][рассказывали][iobj[залу]][obl[case[о]][результатах]][punct[.]]]
528		Так он принял участие в XII -- XVII съездах партии , а на XV -- XVII съездах избирался кандидатом в члены ЦК ВКП ( б ) .	[root[advmod[Так]][nsubj[он]][принял][obj[участие][nmod[case[в]][amod[XII][nmod[punct[--]][XVII]]][съездах][nmod[партии]]]][conj[punct[,]][cc[а]][obl[case[на]][amod[XV][nmod[punct[--]][XVII]]][съездах]][избирался][xcomp[кандидатом]][obl[case[в]][члены][nmod[ЦК][nmod[ВКП][nmod[punct[(]][б][punct[)]]]]]]][punct[.]]]
529		В ходе допросов Лаврентий Берия предложил им возглавить еврейскую антифашистскую организацию и 12 сентября 1941 они были освобождены .	[root[obl[case[В]][ходе][nmod[допросов]]][nsubj[Лаврентий][flat:name[Берия]]][предложил][iobj[им]][xcomp[возглавить][obj[amod[еврейскую]][amod[антифашистскую]][организацию]]][conj[cc[и]][obl[12][flat[сентября][nmod[1941]]]][nsubj:pass[они]][aux:pass[были]][освобождены]][punct[.]]]
530		Злая щука , задумав погубить рыбака , рассказала ему об этом .	[root[nsubj[amod[Злая]][щука]][advcl[punct[,]][задумав][xcomp[погубить][obj[рыбака]]][punct[,]]][рассказала][iobj[ему]][obl[case[об]][этом]][punct[.]]]
531		Начиная с третьего фестиваля вручается Кубок Вольпи за лучшую мужскую и женскую роль .	[root[advcl[Начиная][obl[case[с]][amod[третьего]][фестиваля]]][вручается][nsubj[Кубок][nmod[Вольпи]]][obl[case[за]][amod[лучшую]][amod[мужскую][conj[cc[и]][женскую]]][роль]][punct[.]]]
532		Первым виртуальным собеседником была программа Элиза , разработанная в 1966 году .	[root[amod[Первым]][amod[виртуальным]][собеседником][cop[была]][nsubj[программа][appos[Элиза]][acl[punct[,]][разработанная][obl[case[в]][amod[1966]][году]]]][punct[.]]]
533		Несмотря на это , British Racing Motors стали пятыми в Кубке Конструкторов , набрав 28 очков .	[root[obl[case[Несмотря][fixed[на]]][это][punct[,]]][nsubj[British][flat:foreign[Racing]][flat:foreign[Motors]]][стали][obj[пятыми][nmod[case[в]][Кубке][nmod[Конструкторов]]]][advcl[punct[,]][набрав][obj[nummod:gov[28]][очков]]][punct[.]]]
534		Первый эпизод вышел 4 августа 2012 .	[root[nsubj[amod[Первый]][эпизод]][вышел][obl[4][flat[августа][nmod[2012]]]][punct[.]]]
535		`` Ballistics &#39;&#39; использовала игровой движок собственной разработки GRIN -- `` Diesel &#39;&#39; .	[root[nsubj[punct[``]][Ballistics][punct[&#39;&#39;]]][использовала][obj[amod[игровой]][движок][nmod[amod[собственной]][разработки][nmod[GRIN]]][punct[--]][appos[punct[``]][Diesel][punct[&#39;&#39;]]]][punct[.]]]
536		Крыло крепилось к фюзеляжу четырьмя болтами .	[root[nsubj[Крыло]][крепилось][obl[case[к]][фюзеляжу]][iobj[nummod[четырьмя]][болтами]][punct[.]]]
537		MIPS ( ) -- единица измерения быстродействия , равная одному миллиону инструкций в секунду .	[root[nsubj[MIPS]][punct[(]][punct[)]][punct[--]][единица][nmod[измерения][nmod[быстродействия]]][punct[,]][amod[равная][obl[nummod:gov[compound[одному]][миллиону]][инструкций][nmod[case[в]][секунду]]]][punct[.]]]
538		Одним из совладельцев компании `` Specific Media &#39;&#39; , доля которого не раскрывается , является известный американский поп-исполнитель Джастин Тимберлейк .	[root[xcomp[Одним][nmod[case[из]][совладельцев][nmod[компании][appos[punct[``]][Specific][flat:foreign[Media]][punct[&#39;&#39;]]]][acl:relcl[punct[,]][nsubj[доля][nmod[которого]]][advmod[не]][раскрывается][punct[,]]]]][является][nsubj[amod[известный]][amod[американский]][поп-исполнитель][appos[Джастин][flat:name[Тимберлейк]]]][punct[.]]]
539		Частный случай метода POST при обращении на ту же страницу , которой принадлежит форма , называется обратной передачей. в RFC 2616 метод POST должен быть использован для любого контекста , в котором запрос не идемпотентен : то есть , он вызывает изменение состояния сервера каждый раз при выполнении , такие как отправка комментария к сообщению в блоге или интернет-голосование .	[root[nsubj[amod[Частный]][случай][nmod[метода][appos[POST]]]][obl[case[при]][обращении][nmod[case[на]][det[ту][advmod[же]]][страницу][acl:relcl[punct[,]][iobj[которой]][принадлежит][nsubj[форма]][punct[,]]]]][называется][xcomp[amod[обратной]][передачей.]][parataxis[nmod[case[в]][RFC][nummod:entity[2616]]][nsubj[метод][appos[POST]]][должен][xcomp[aux:pass[быть]][использован][obl[case[для]][det[любого]][контекста][acl:relcl[punct[,]][nmod[case[в]][котором]][nsubj[запрос]][advmod[не]][идемпотентен][punct[:]][advcl[cc[то][fixed[есть]]][punct[,]][nsubj[он]][вызывает][obj[изменение][nmod[состояния][nmod[сервера]]]][obl[det[каждый]][раз]][obl[case[при]][выполнении][nmod[punct[,]][case[такие][fixed[как]]][отправка][nmod[комментария][nmod[case[к]][сообщению][nmod[case[в]][блоге]]]][conj[cc[или]][интернет-голосование]]]]]]]]][punct[.]]]
540		Маршруты по которым будет идти игрок будет содержать продвижение романтических , а также сексуальных отношений с одной из трёх девушек ( Айша , Алма и Фан ) .	[root[nsubj[Маршруты][acl:relcl[obl[case[по]][которым]][aux[будет]][идти][nsubj[игрок]]]][aux[будет]][содержать][obj[продвижение][nmod[amod[романтических][conj[punct[,]][cc[а][fixed[также]]][сексуальных]]][отношений][nmod[case[с]][одной][nmod[case[из]][nummod[трёх]][девушек][appos[punct[(]][Айша][conj[punct[,]][Алма]][conj[cc[и]][Фан]][punct[)]]]]]]][punct[.]]]
541		Язык применяется для построения транзакционных и поведенческих моделей , а также для высокоуровневого синтеза .	[root[nsubj[Язык]][применяется][obl[case[для]][построения][nmod[amod[транзакционных][conj[cc[и]][поведенческих]]][моделей]][conj[punct[,]][cc[а][fixed[также]]][case[для]][amod[высокоуровневого]][синтеза]]][punct[.]]]
542		Кроме того , миссии разбиты на уровни и проходят на них вместо того , чтобы проходить на одной карте .	[root[obl[case[Кроме]][того][punct[,]]][nsubj:pass[миссии]][разбиты][obl[case[на]][уровни]][conj[cc[и]][проходят][obl[case[на]][них]][obl[case[вместо]][того][acl:relcl[punct[,]][mark[чтобы]][проходить][obl[case[на]][nummod[одной]][карте]]]]][punct[.]]]
543		Как большинство языков описания XML , XML Schema была задумана для определения правил , которым должен подчиняться документ .	[root[obl[case[Как]][большинство][nmod[языков][nmod[описания]][nmod[XML]]][punct[,]]][nsubj:pass[compound[XML]][Schema]][aux:pass[была]][задумана][obl[case[для]][определения][nmod[правил][acl:relcl[punct[,]][должен][xcomp[obj[которым]][подчиняться]][nsubj[документ]]]]][punct[.]]]
544		Абдурахманов внес значительный вклад в формирование и развитие азербайджанской монументальной и станковой пластики .	[root[nsubj[Абдурахманов]][внес][obj[amod[значительный]][вклад]][obl[case[в]][формирование][conj[cc[и]][развитие]][nmod[amod[азербайджанской]][amod[монументальной][conj[cc[и]][станковой]]][пластики]]][punct[.]]]
545		В книге Synthespians актёры телевизионной станции не были теми , кем они казались .	[root[obl[case[В]][книге][appos[Synthespians]]][nsubj[актёры][nmod[amod[телевизионной]][станции]]][advmod[не]][cop[были]][теми][acl:relcl[punct[,]][obj[кем]][nsubj[они]][казались]][punct[.]]]
546		Пожилую пару заменили звёзды `` серебряного экрана &#39;&#39; 1950-х : Фред Астер и Дженифер Джонс .	[root[obj[amod[Пожилую]][пару]][заменили][nsubj[звёзды][nmod[punct[``]][amod[серебряного]][экрана][punct[&#39;&#39;]][nmod[1950-х]]][appos[punct[:]][Фред][flat:name[Астер]][conj[cc[и]][Дженифер][flat:name[Джонс]]]]][punct[.]]]
547		Население составляет 3535 человек ( на 31 декабря 2010 года ) .	[root[nsubj[Население]][составляет][obj[nummod:gov[3535]][человек][nmod[punct[(]][case[на]][31][flat[декабря][nmod[amod[2010]][года]]][punct[)]]]][punct[.]]]
548		В настоящее время ами предпочитают жить в городах .	[root[obl[case[В]][amod[настоящее]][время]][nsubj[ами]][предпочитают][xcomp[жить][obl[case[в]][городах]]][punct[.]]]
549		Образование получил в 1-м кадетском корпусе , в военную службу вступил 14 февраля 1812 года прапорщиком в армейскую пехоту .	[root[obj[Образование]][получил][obl[case[в]][amod[1-м]][amod[кадетском]][корпусе]][conj[punct[,]][obl[case[в]][amod[военную]][службу]][вступил][obl[14][flat[февраля][nmod[amod[1812]][года]]]][obl[прапорщиком]][obl[case[в]][amod[армейскую]][пехоту]]][punct[.]]]
550		12 июня 1813 года зачислен тем же чином в лейб-гвардии Преображенский полк .	[root[obl[12][flat[июня][nmod[amod[1813]][года]]]][зачислен][xcomp[det[тем][advmod[же]]][чином]][obl[case[в]][nmod[лейб-гвардии]][amod[Преображенский]][полк]][punct[.]]]
551		Водоизмещение -- около 1950 т ;	[root[nsubj[Водоизмещение]][punct[--]][case[около]][nummod[1950]][т][punct[;]]]
552		Об акции : Юные ученики Академии свободного танца стали танцевальным десантом , неожиданно заполнившим площадь перед вокзалом и так же неожиданно рассеявшимся в городе .	[root[nsubj[amod[Юные]][ученики][nmod[Академии][nmod[amod[свободного]][танца]]]][стали][obj[nmod[case[Об]][акции][punct[:]]][amod[танцевальным]][десантом][acl[punct[,]][advmod[неожиданно]][заполнившим][obj[площадь][nmod[case[перед]][вокзалом]]][conj[cc[и]][advmod[так][advmod[же]]][advmod[неожиданно]][рассеявшимся][obl[case[в]][городе]]]]][punct[.]]]
553		На 65 сессии Генеральной Ассамблеи ООН в Нью-Йорке в сентябре 2010 президент Ирана Махмуд Ахмадинежад заявил , что виновными во взрывах башен Всемирного торгового центра 11 сентября могут быть либо могущественные , но никому не известные террористы , либо сами представители американской администрации , которым нужно было спасти экономику , либо террористы с помощью представителей американского правительства : `` Некоторые представители руководства США сами организовали этот теракт , чтобы остановить падение американской экономики и усилить влияние на Ближнем Востоке , чтобы спасти сионистский режим .	[root[obl[case[На]][amod[65]][сессии][nmod[amod[Генеральной]][Ассамблеи][nmod[ООН]][nmod[case[в]][Нью-Йорке]]][nmod[case[в]][сентябре][nmod[2010]]]][nsubj[президент][nmod[Ирана]][appos[Махмуд][flat:name[Ахмадинежад]]]][заявил][ccomp[punct[,]][mark[что]][xcomp[виновными][nmod[case[во]][взрывах][nmod[башен][nmod[amod[Всемирного]][amod[торгового]][центра]]][nmod[11][flat[сентября]]]][cop[быть]]][могут][nsubj[cc[либо]][amod[могущественные][conj[punct[,]][cc[но]][iobj[никому]][advmod[не]][известные]]][террористы][conj[punct[,]][cc[либо]][amod[сами]][представители][nmod[amod[американской]][администрации]][acl:relcl[punct[,]][iobj[которым]][нужно][cop[было]][xcomp[спасти][obj[экономику]]]]][conj[punct[,]][cc[либо]][террористы][nmod[case[с]][помощью][nmod[представителей][nmod[amod[американского]][правительства]]]]]]][parataxis[punct[:]][punct[``]][nsubj[amod[Некоторые]][представители][nmod[руководства][nmod[США]]]][acl[сами]][организовали][obj[det[этот]][теракт]][xcomp[punct[,]][mark[чтобы]][остановить][obj[падение][nmod[amod[американской]][экономики]]][conj[cc[и]][усилить][obj[влияние][nmod[case[на]][amod[Ближнем]][Востоке]]][xcomp[punct[,]][mark[чтобы]][спасти][obj[amod[сионистский]][режим]]]]]][punct[.]]]
554		Хотя первые изделия в соответствии с организацией поточного производства бакелита были изготовлены в Йонкерсе , в 1910 году в Перт - Амбое была основана компания с названием `` General Bakelite Company &#39;&#39; ( позже `` Bakelite Corporation &#39;&#39; ) , которая была организована для производства и дистрибуции сырья для изготовления бакелита по этапам и где Бакеланд был президентом и поднимал дух компании со времен её становления и до 1939 года , когда произошло её слияние с `` Union Carbide and Carbon Corporation &#39;&#39; .	[root[advcl[mark[Хотя]][nsubj:pass[amod[первые]][изделия]][obl[case[в]][соответствии][nmod[case[с]][организацией][nmod[amod[поточного]][производства][nmod[бакелита]]]]][aux:pass[были]][изготовлены][obl[case[в]][Йонкерсе]][punct[,]]][obl[case[в]][amod[1910]][году]][obl[case[в]][Перт][flat:foreign[punct[-]][Амбое]]][aux:pass[была]][основана][nsubj:pass[компания][nmod[case[с]][названием][appos[punct[``]][General][flat:foreign[Bakelite]][flat:foreign[Company]][punct[&#39;&#39;]][parataxis[punct[(]][advmod[позже]][punct[``]][Bakelite][flat:foreign[Corporation]][punct[&#39;&#39;]][punct[)]]]][acl:relcl[punct[,]][nsubj:pass[которая]][aux:pass[была]][организована][obl[case[для]][производства][conj[cc[и]][дистрибуции]][nmod[сырья][nmod[case[для]][изготовления][nmod[бакелита]][nmod[case[по]][этапам]]]]]]][conj[cc[и]][advmod[где]][nsubj[Бакеланд]][cop[был]][президентом][conj[cc[и]][поднимал][obj[дух][nmod[компании]][nmod[case[со]][времен][nmod[det[её]][становления]][conj[cc[и]][case[до]][amod[1939]][года][advcl[punct[,]][advmod[когда]][произошло][nsubj[det[её]][слияние][nmod[punct[``]][Union][flat:foreign[Carbide]][flat:foreign[and]][flat:foreign[Carbon]][flat:foreign[case[с]][Corporation]][punct[&#39;&#39;]]]]]]]]]]][punct[.]]]
555		Свадебная церемония проводится в доме жениха .	[root[nsubj[amod[Свадебная]][церемония]][проводится][obl[case[в]][доме][nmod[жениха]]][punct[.]]]
556		В плане Башня Ветров восьмигранная , двухъярусная , грани строго ориентированы по сторонам света .	[root[nmod[case[В]][плане]][nsubj[Башня][nmod[Ветров]]][восьмигранная][conj[punct[,]][двухъярусная]][punct[,]][parataxis[nsubj:pass[грани]][advmod[строго]][ориентированы][obl[case[по]][сторонам][nmod[света]]]][punct[.]]]
557		Будучи участником Великой Отечественной войны , Николай Владимирович 50 лет своей жизни посвятил народному образованию , тридцать из которых был бессменным директором школы No 387 Кировского района Санкт-Петербурга .	[root[acl[cop[Будучи]][участником][nmod[amod[Великой]][amod[Отечественной]][войны]][punct[,]]][nsubj[Николай][flat:name[Владимирович]]][obj[nummod:gov[50]][лет][nmod[det[своей]][жизни]][acl:relcl[punct[,]][nmod[тридцать][nmod[case[из]][которых]]][cop[был]][amod[бессменным]][директором][nmod[школы][appos[No][nummod:entity[387]]][nmod[amod[Кировского]][района][nmod[Санкт-Петербурга]]]]]][посвятил][iobj[amod[народному]][образованию]][punct[.]]]
558		Борислав Стефанович , ответственный за переговоры с Приштиной , призвал косовских сербов разобрать баррикады .	[root[nsubj[Борислав][flat:name[Стефанович]][appos[punct[,]][ответственный][nmod[case[за]][переговоры][nmod[case[с]][Приштиной]]][punct[,]]]][призвал][obj[amod[косовских]][сербов]][xcomp[разобрать][obj[баррикады]][punct[.]]]]
559		15 сентября 2011 истекал срок временного соглашения об управлении спорными пропускными пунктами , и на следующий день , 16 сентября , сотрудники косовской полиции вместе с представителями миссий EULEX и НАТО высадились на переходах , чтобы восстановить над ними свой контроль , что вызвало вторую волну противостояния .	[root[obl[15][flat[сентября][nmod[2011]]]][истекал][nsubj[срок][nmod[amod[временного]][соглашения][nmod[case[об]][управлении][nmod[amod[спорными]][amod[пропускными]][пунктами]]]]][conj[punct[,]][cc[и]][obl[case[на]][amod[следующий]][день][appos[punct[,]][16][flat[сентября]][punct[,]]]][nsubj[сотрудники][nmod[amod[косовской]][полиции]]][advmod[вместе][nmod[case[с]][представителями][nmod[миссий][appos[EULEX][conj[cc[и]][НАТО]]]]]][высадились][obl[case[на]][переходах]][xcomp[punct[,]][mark[чтобы]][восстановить][obl[case[над]][ними]][obj[det[свой]][контроль]]][ccomp[punct[,]][nsubj[что]][вызвало][obj[amod[вторую]][волну][nmod[противостояния]]]]][punct[.]]]
560		Тем не менее гунны беспрестанно стреляли из-за ограды , внутри их лагеря раздавались звуки труб и прочая активность .	[root[advmod[Тем][fixed[не]][fixed[менее]]][nsubj[гунны]][advmod[беспрестанно]][стреляли][obl[case[из-за]][ограды]][parataxis[punct[,]][obl[case[внутри]][det[их]][лагеря]][раздавались][nsubj[звуки][nmod[труб]][conj[cc[и]][amod[прочая]][активность]]]][punct[.]]]
561		В зависимости от характера выполняемой боевой задачи подразделениями охранение может быть походным , сторожевым , боевым и непосредственным .	[root[obl[case[В]][зависимости][nmod[case[от]][характера][nmod[acl[выполняемой][obl:agent[подразделениями]]][amod[боевой]][задачи]]]][nsubj[охранение]][может][xcomp[cop[быть]][походным][conj[punct[,]][сторожевым]][conj[punct[,]][боевым]][conj[cc[и]][непосредственным]]][punct[.]]]
562		Брей Хэд -- холм и мыс высотой 241 метр , расположенный на севере графства Уиклоу , Ирландия , между городами Брей и Грейстоунс .	[root[nsubj[nmod[Брей]][Хэд]][punct[--]][холм][conj[cc[и]][мыс][nmod[высотой][nmod[nummod[241]][метр]]]][acl[punct[,]][расположенный][obl[case[на]][севере][nmod[графства][appos[Уиклоу][punct[,]]][appos[Ирландия][punct[,]]]]][obl[case[между]][городами][appos[Брей][conj[cc[и]][Грейстоунс]]]]][punct[.]]]
563		Вселенная Звёздный путь живописует гуманистическое и оптимистическое будущее .	[root[nsubj[Вселенная][appos[amod[Звёздный]][путь]]][живописует][obj[amod[гуманистическое][conj[cc[и]][оптимистическое]]][будущее]][punct[.]]]
